time,close,high,low,open,volume,EMA_20,EMA_50,EMA_200,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0
2016-02-01,376.6199951171875,380.8710021972656,374.90301513671875,376.5140075683594,37076300,,,,,,,,,,,,
2016-02-08,407.2300109863281,407.2300109863281,372.89801025390625,376.7569885253906,465920396,,,,,,,100.0,,,,,
2016-02-15,438.7980041503906,448.0459899902344,397.7489929199219,407.5679931640625,546633900,,,,,,,100.0,,,,,
2016-02-22,433.5039978027344,439.8580017089844,413.9070129394531,438.989013671875,465584792,,,,,,,98.68997128222924,,,,,
2016-02-29,407.7070007324219,441.5069885253906,394.0350036621094,433.43798828125,628483380,,,,,,,92.34180142266901,,,,,
2016-03-07,414.06500244140625,423.9259948730469,406.3089904785156,407.7569885253906,548114688,,,,,,,92.47035558790047,,,,,
2016-03-14,413.7550048828125,420.99700927734375,406.1369934082031,414.20098876953125,520066400,,,,,,,92.38892234177955,,,,,
2016-03-21,426.7650146484375,428.7969970703125,410.3810119628906,413.4179992675781,426699404,,,,,,,92.68026147213756,,,,,
2016-03-28,420.90399169921875,426.85699462890625,412.4960021972656,426.5480041503906,405154204,,,,,,,90.99048549617665,,,,,
2016-04-04,421.5639953613281,425.3609924316406,416.5150146484375,421.29901123046875,415027900,,,,,,,91.01036207739617,,,,,
2016-04-11,427.39898681640625,432.625,420.5329895019531,421.87200927734375,382137900,,,,,,,91.1953031069883,,,,,
2016-04-18,458.55499267578125,460.14599609375,427.08599853515625,427.6109924316406,427064400,,,,,,,92.12669869975983,,,,,
2016-04-25,451.875,467.9649963378906,436.6499938964844,459.1210021972656,492934504,,,,,,,89.93013448233161,,,,,
2016-05-02,458.5480041503906,461.375,441.7760009765625,451.9330139160156,403817800,,,,,,,90.18196766034963,,,,,
2016-05-09,457.5679931640625,462.4809875488281,448.9540100097656,458.20599365234375,351471700,,,,,,,89.82667288412672,,,,,
2016-05-16,439.322998046875,458.20001220703125,437.3890075683594,457.58599853515625,470557100,,,,,,,83.25077737802023,,,,,
2016-05-23,526.2329711914062,553.9600219726562,438.822998046875,439.3479919433594,741517392,,,,,,,87.8235593378467,,,,,
2016-05-30,574.9769897460938,590.1320190429688,520.6619873046875,528.4710083007812,658668096,,,,,,,89.54722775634781,,,,,
2016-06-06,672.7839965820312,684.843994140625,567.5139770507812,574.6019897460938,757909588,,,,,,,91.99567781652453,,,,,
2016-06-13,763.781005859375,777.989990234375,662.8040161132812,671.6539916992188,1553070776,469.5977478027344,,,,,,93.51716008096724,276.6305409732556,469.5977478027345,662.5649546322134,82.1840427184243,1.2622623110169289
2016-06-20,629.3670043945312,764.083984375,558.1389770507812,763.927001953125,1464507992,484.8138674781436,,,,,,71.805151174714,281.94061551290054,482.2350982666017,682.5295810203029,83.06922638922859,0.8672889639922214
2016-06-27,658.6640014648438,704.968017578125,620.5239868164062,629.3489990234375,918252000,501.37102309592456,,,,,,73.26227491244252,283.09678194716435,494.80679779052747,706.5168136338906,85.57280004588331,0.8869850064050548
2016-07-04,649.3599853515625,683.6619873046875,611.833984375,658.8040161132812,1040574400,515.4652099774139,,,,,,71.98985634027954,284.60250027582856,505.334896850586,726.0672934253435,87.36083652660231,0.82624365688024
2016-07-11,679.458984375,682.364990234375,644.97998046875,648.4840087890625,682454600,531.083664681946,,,,,,73.58800469880991,286.58556335340506,517.6326461791994,748.6797290049936,89.27067662027176,0.8502020804950284
2016-07-18,661.2849731445312,681.5549926757812,646.7219848632812,679.8090209960938,607681700,543.4837892974302,,,,,,70.9554877899157,296.8455153078521,530.3115447998048,763.7775742917574,88.04863170764544,0.7804978279489715
2016-07-25,624.6810302734375,661.8280029296875,624.364990234375,661.2630004882812,747178496,551.2168598665738,,,98.59359382883372,,,65.84624090639075,310.4743460738415,540.8423461914064,771.2103463089712,85.18859580423337,0.6819668618020848
2016-08-01,592.6900024414062,626.1190185546875,531.333984375,624.6019897460938,1015417588,555.1666829689389,,,89.91501941069009,,,61.66689796239072,326.4103410170085,549.789096069336,773.1678511216635,81.25979822057306,0.596027275203545
2016-08-08,570.4730224609375,599.9840087890625,564.781005859375,592.7360229492188,504473696,556.6244295872244,,,80.31859923380853,,,58.87223733127313,341.14019129070573,556.974496459961,772.8088016292162,77.50240147118508,0.5312705758020977
2016-08-15,581.3079833984375,584.1580200195312,563.239990234375,570.4940185546875,364239500,558.9752442359114,,,72.74905211321698,,,59.828381355736504,358.74161241344507,564.994696044922,771.2477796763989,73.01062649801513,0.5395467720198146
2016-08-22,573.9119873046875,589.4739990234375,568.6300048828125,581.3109741210938,545508100,560.3977911948425,,,65.39945223503878,,,58.823094271169296,377.72306078381183,572.6120956420899,767.5011305003679,68.07017746970301,0.5033349533070008
2016-08-29,608.6339721679688,611.8369750976562,570.8109741210938,574.0709838867188,670372392,564.9917131922831,,,61.66577075564476,,,62.047268083493115,398.72624344910895,581.6738449096679,764.6214463702267,62.903843128435696,0.5736826474986969
2016-09-05,606.718994140625,628.8179931640625,600.5059814453125,608.989990234375,505899104,568.965739949268,,,57.88501612709331,,,61.76004701653091,415.3593092415648,589.0820449829101,762.8047807242555,58.98082863699748,0.550761775890907
2016-09-12,609.8740234375,611.9520263671875,605.1920166015625,607.0050048828125,417858304,572.8617669481473,,,54.51491137767016,,,62.07156479483481,435.5988978786804,596.9819961547852,758.3650944308899,54.066320028271484,0.5399423093881192
2016-09-19,600.8259887695312,610.9320068359375,595.7860107421875,609.8709716796875,397773096,575.5250261692315,,,50.531482824094155,-19.643283609915898,70.17476643401005,60.54820563803079,456.4476285413251,604.0958953857422,751.7441622301593,48.88239366372025,0.48892670166031615
2016-09-26,610.8920288085938,615.2369995117188,600.3489990234375,600.8070068359375,364686600,578.893312134885,,,47.63769461202571,-18.029657457587476,65.66735206961319,61.67509122511138,481.21636076641846,611.7620971679689,742.3078335695194,42.678595815558374,0.49666757267085726
2016-10-03,616.7520141601562,619.8489990234375,609.47900390625,610.968017578125,367150204,582.4989028039585,,,45.29506513361207,-16.297829548800898,61.59289468241297,62.34932177615094,518.378960926444,620.633547973633,722.8881350208219,32.951678935516746,0.48102024600771476
2016-10-10,641.6309814453125,642.8980102539062,616.197021484375,616.822021484375,462540104,588.1305293412303,,,44.92813555209125,-13.331807304257381,58.25994285634863,65.15231311409103,534.0316699356083,626.4034484863282,718.7752270370481,29.492742664150896,0.5824252450147589
2016-10-17,657.0709838867188,661.1290283203125,628.0130004882812,641.8179931640625,438931392,594.6962869169911,,,45.36033467241259,-10.319686547148834,55.680021219561425,66.80402422357879,540.4924339275358,630.5081481933595,720.5238624591832,28.553386510151288,0.6475455475191646
2016-10-24,701.864013671875,720.4019775390625,652.594970703125,657.1610107421875,654150896,604.9027370841229,,,48.755258471224806,-5.539810198669301,54.29506866989411,71.08575836408546,538.2093198338467,631.9621490478517,725.7149782618566,29.670393821926837,0.8727986942370658
2016-10-31,711.52197265625,745.7730102539062,678.156005859375,702.6400146484375,698826796,615.056949995754,,,51.62991904772332,-2.132119697736634,53.762038745459954,71.92655237656784,549.1290124023026,629.3491973876954,709.5693823730883,25.493060233768798,1.0121701930973936
2016-11-07,702.031005859375,740.0460205078125,687.3150024414062,710.7360229492188,554004996,623.340193411337,,,52.536656688844914,-0.9803056452920345,53.51696233413695,69.77915081348863,546.4270145387137,632.9823974609376,719.5377803831615,27.348432837760033,0.8988695218440802
2016-11-14,731.0260009765625,756.2369995117188,699.8079833984375,701.9970092773438,736991600,633.5959846080252,,,54.961346397774605,1.1555072509101194,53.805839146864486,72.48209261537204,540.0522782937338,636.6004974365236,733.1487165793134,30.33243597250464,0.9890069665624206
2016-11-21,732.0349731445312,753.8699951171875,729.625,731.2650146484375,528543596,642.9711263734067,,,56.31517974554572,2.007472478944983,54.30770726660074,72.57401749205941,535.2223813075543,640.734246826172,746.2461123447897,32.93467331932471,0.9326562034970802
2016-11-28,773.8720092773438,781.2960205078125,732.4840087890625,732.4840087890625,552642604,655.4378771261627,,,60.07153434205179,4.611061660360839,55.46047268169095,76.13411292266309,525.2262142938984,645.4548980712891,765.6835818486799,37.25393800144708,1.0340535518288845
2016-12-05,769.7310180664062,777.0919799804688,751.7130126953125,773.3939819335938,578980796,666.3229381680907,,,61.999635831410046,5.23133051977527,56.768305311634776,75.09505710382604,518.4767841908587,650.8772003173829,783.277616443907,40.68368535937737,0.9488423119284027
2016-12-12,790.530029296875,794.7369995117188,770.0399780273438,770.0399780273438,538898096,678.1521849422606,,,64.46288848297979,6.155666537076009,58.307221945903784,76.8071846745031,513.5614794466968,659.1696502685546,804.7778210904124,44.17927031759884,0.9510748891593155
2016-12-19,896.1829833984375,925.1170043945312,790.3200073242188,790.6920166015625,1087074704,698.9170228904679,,,74.08632335504103,12.623281127309795,61.463042227731236,83.14567225771026,497.91262819515885,674.3442993164061,850.7759704376534,52.32688147585705,1.1286815815783422
2016-12-26,998.3250122070312,1003.0800170898438,896.8980102539062,896.905029296875,1161413112,727.4320694920453,,,88.92984501611613,21.973442230707917,66.95640278540822,86.87907033878298,474.3156365039139,695.7368988037108,917.1581611035077,63.65086074362912,1.1832860364458277
2017-01-02,911.198974609375,1191.0999755859375,823.5560302734375,998.6170043945312,2052639008,744.9336795032197,,,92.59571403035204,20.511448995955064,72.08426503439698,72.18989423641663,477.9268516179574,712.2314483642576,946.5360451105578,65.79451027735844,0.9245915978775163
2017-01-09,821.7979736328125,919.447998046875,755.7559814453125,913.2440185546875,1123984880,752.2540884679428,602.1133776855469,,87.2809080344822,12.157314400068174,75.12359363441402,60.8254830150402,494.9492079402617,724.625747680664,954.3022874210662,63.391768916723244,0.7115414705872439
2017-01-16,924.6729736328125,937.5250244140625,820.27099609375,821.7830200195312,883611600,768.6749346741209,614.7627736050475,,90.32878472678385,12.164152873895858,78.164631852888,67.2202943290843,501.0691231332472,740.4276977539062,979.7862723745651,64.65413850582718,0.8848729383747846
2017-01-23,919.4959716796875,928.2659912109375,891.68701171875,925.4990234375,693151900,783.0388429603653,626.7130950981707,,91.27435423330326,10.487777904332205,80.78657632897105,66.6308368047439,512.6541991379896,756.0665466308593,999.478894123729,64.38913309352196,0.8357048784339413
2017-01-30,1027.3399658203125,1045.9000244140625,919.4739990234375,920.1510009765625,1009290288,806.3056165660745,642.4239527735489,,99.57796116577367,15.033107869442091,84.54485329633158,72.11621050716752,515.3903776423971,776.93984375,1038.489309857603,67.32811252032097,0.978685974390971
2017-02-06,999.1810302734375,1088.989990234375,946.6909790039062,1028.4000244140625,1227087016,824.6747035858233,656.4144264009955,,102.70254767988695,14.52615550684429,88.17639217304266,68.93000231247842,531.1393820338291,796.8575958251953,1062.5758096165614,66.69151807888548,0.8807105120146195
2017-02-13,1047.8699951171875,1061.0999755859375,976.0020141601562,998.885009765625,763560200,845.9313980173818,671.7656251741795,,107.86420613084601,15.750251166242677,92.11395496460334,71.29181765494239,545.6127763737211,818.706494140625,1091.8002119075288,66.713460738714,0.9195693384132742
2017-02-20,1165.199951171875,1200.3900146484375,1041.68994140625,1048.68994140625,1209106992,876.3379268892382,691.1159908995793,,120.0386734215059,22.33977476552205,97.69889865598385,76.02202585119649,549.3077697578913,846.1288909912108,1142.9500122245304,70.15978874934855,1.0374803835638347
2017-02-27,1267.1199951171875,1280.31005859375,1163.3800048828125,1163.780029296875,1546994008,913.5552667204715,713.7043832218385,,136.33948550616162,30.912469480142207,105.42701602601942,79.22434532148104,542.0039772144868,877.4033416748047,1212.8027061351227,76.45272100744478,1.0809740487574646
2017-03-06,1221.3800048828125,1276.0,1077.25,1267.469970703125,2064090976,942.8719084502183,733.613231130112,,143.90827654517363,30.785008415323375,113.12326812985026,74.42074016873747,553.7241169849233,905.6187927246093,1257.5134684642953,77.71364255394688,0.9486586952395203
2017-03-13,1036.739990234375,1257.97998046875,957.655029296875,1221.780029296875,3296504976,951.8117257629951,745.5005550165537,,133.46914269728575,16.276699653948384,117.19244304333736,58.89643722958519,579.5379437770926,922.3625915527343,1265.187239328376,74.33619943291932,0.6668161834683687
2017-03-20,966.7249755859375,1122.4300537109375,903.7130126953125,1037.239990234375,2483811008,953.232035269942,754.1760224898628,,118.1840749220305,0.7933055029545102,117.390769419076,54.27312725701545,606.6432024062476,935.1227416992186,1263.6022809921897,70.25378052427392,0.5481038087710736
2017-03-27,1102.1700439453125,1107.5899658203125,971.9840087890625,972.0549926757812,2601401984,967.4166075247392,767.8228468606648,,115.66650220459223,-1.3794137715870107,117.04591597617924,60.70017212903775,637.8760782641782,955.1296936035155,1272.3833089428529,66.43152599358568,0.731739440044712
2017-04-03,1187.8699951171875,1197.2099609375,1102.949951171875,1102.949951171875,2711437088,988.4121682478295,784.2952840471951,,119.21237151142611,1.7331644281974832,117.47920708322863,64.13505593152375,662.8788980925261,977.9718933105468,1293.0648885285673,64.43804722268546,0.8330732593109649
2017-04-10,1182.93994140625,1208.0699462890625,1156.43994140625,1187.300048828125,1714353040,1006.9386228343458,799.9284078651973,,120.23864806250106,2.2075527834179383,118.03109527908312,63.78965190681049,695.1413605215507,1000.5171417236328,1305.8929229257149,61.0435880540734,0.7986857683417584
2017-04-17,1207.2099609375,1240.7900390625,1172.6500244140625,1183.25,1907337008,1026.0120836060748,815.9002334758759,,121.60853981797277,2.8619556311117123,118.74658418686106,64.79482663615826,723.0895943659713,1022.1840393066406,1321.2784842473097,58.520664271680175,0.8093101940886309
2017-04-24,1347.8900146484375,1347.9100341796875,1209.6300048828125,1209.6300048828125,2620499984,1056.6671246577284,836.7625778355842,,132.5183049957194,11.017376647086678,121.50092834863273,69.99430357159353,743.106505405084,1051.091989135742,1359.0774728664,58.60295519593834,0.9818376858505671
2017-05-01,1596.7099609375,1618.030029296875,1348.300048828125,1348.300048828125,5316902848,1108.0997757319924,866.5644359964436,,159.40454630623572,30.32289436608238,129.08165194015334,76.58207981947491,722.0853573267485,1091.4009857177734,1460.7166141087982,67.67734924632487,1.184115342506863
2017-05-08,1808.9100341796875,1873.9300537109375,1596.9200439453125,1596.9200439453125,5981268000,1174.843609869868,903.519165336963,,195.58033042574652,53.19894278847454,142.38138763727198,80.51172658657595,659.5599116733815,1137.037338256836,1614.5147648402904,83.98623519531264,1.2035648792136358
2017-05-15,2041.199951171875,2119.080078125,1661.9100341796875,1808.43994140625,6916110976,1257.3537376129163,948.1340981148028,,240.22459534581412,78.2745661668337,161.95002917898043,83.73024326796381,569.0254501485466,1189.1810852050783,1809.33672026161,104.29961303153149,1.1869395501736664
2017-05-22,2155.800048828125,2763.7099609375,1855.8299560546875,2043.18994140625,12064150016,1342.9200529667457,995.4935471623841,,281.606581687724,95.72524200699482,185.88133968072916,85.04267200171827,510.6514462439891,1251.4111389160155,1992.170831588042,118.38790140763486,1.1104468958413822
2017-05-29,2511.81005859375,2585.889892578125,2107.169921875,2159.429931640625,9823705088,1454.2429106455081,1054.9569397675357,,339.21883294331315,122.66999461006719,216.54883833324595,88.22138202632112,433.5552605160394,1335.9117431640625,2238.268225812086,135.09223004669784,1.1515708248578977
2017-06-05,2958.110107421875,2999.909912109375,2510.219970703125,2512.39990234375,11378039936,1597.468357957543,1129.590397322608,,416.0931780450262,159.6354717694242,256.457706275602,90.84736753899227,302.1874313849835,1437.5835998535158,2572.979768322048,157.9589762409956,1.1696017433365598
2017-06-12,2548.2900390625,2997.260009765625,2212.9599609375,2953.219970703125,11981910016,1688.0228037770628,1185.225677390839,,438.8883640186116,145.94452619440767,292.9438378242039,74.43639583153227,308.89528216056897,1519.0233032226563,2729.1513242847436,159.3297507016202,0.9252718381549797
2017-06-19,2589.409912109375,2772.010009765625,2549.030029296875,2549.030029296875,9130718976,1773.869195046807,1240.2917258111738,,455.0264812037228,129.6661147036151,325.3603665001077,74.9258271893982,320.7900571221096,1597.1268005371096,2873.46354395211,159.82910599030347,0.8887230845197195
2017-06-26,2506.469970703125,2615.25,2332.989990234375,2590.570068359375,7730852928,1843.640697490266,1289.945774630466,,455.86852662171646,104.40652809728698,351.4619985244295,71.93423772437954,367.14286479977795,1672.4912475585938,2977.8396303174095,156.0962886549377,0.819446798325954
2017-07-03,2518.43994140625,2916.139892578125,2480.469970703125,2498.56005859375,5831748992,1907.907292148931,1338.1220164648105,,452.2880353486362,80.66082945936535,371.62720588927084,72.10732877074314,423.26050059477893,1746.0197448730469,3068.778989151315,151.51710032631343,0.7919730857578152
2017-07-10,1929.8199462890625,2537.159912109375,1843.030029296875,2525.25,7453121024,1909.9942115908482,1361.3258568500753,,397.37308633218913,20.596704354334634,376.7763819778545,54.35473699900106,488.245889092517,1784.2507446289064,3080.2556001652956,145.2716059598379,0.5561607470212402
2017-07-17,2730.39990234375,2900.699951171875,1932.6199951171875,1932.6199951171875,9947990080,1988.1280869006484,1415.0150351047293,,413.6840135250086,29.526105237723243,384.15790828728535,66.4523328067184,519.7852268364361,1857.4147399902345,3195.044253144033,144.03132314550612,0.8263179952927447
2017-07-24,2757.179931640625,2897.449951171875,2450.800048828125,2732.699951171875,6942860928,2061.371119733027,1467.648952615941,,423.8851808875095,31.781818080179278,392.1033628073302,66.76960345709006,574.1696331606911,1934.2047363281251,3294.239839495559,140.62990102581497,0.802556600706792
2017-07-31,3213.93994140625,3293.2900390625,2668.590087890625,2763.239990234375,8137841920,2171.139578940001,1536.1309521763453,,463.4836440629372,57.104225004485556,406.3794190584516,71.68777124138337,637.7123501283781,2043.064733886719,3448.41711764506,137.57296677377457,0.9165770880852863
2017-08-07,4073.260009765625,4208.39013671875,3180.889892578125,3212.780029296875,13618979840,2352.2939056852983,1635.6262093367093,,557.7759651770493,121.11723689487815,436.6587282821712,78.21902661790003,618.1196656052848,2198.3914855957037,3778.6633055861225,143.76618817391466,1.093210769328687
2017-08-14,4087.659912109375,4484.7001953125,3906.179931640625,4066.10009765625,18573839872,2517.5668586780675,1731.7843937591667,,626.4440042405754,151.82822076672335,474.61578347385205,78.30932603129573,644.1737999381119,2347.6659790039066,4051.158158069701,145.12219321664924,1.010713801474478
2017-08-21,4382.8798828125,4455.7001953125,3674.580078125,4090.47998046875,15749739904,2695.215718119442,1835.7489227416504,,696.6550979875692,177.63145161097373,519.0236463765955,80.12825031866959,668.0503857578744,2507.4164733886723,4346.78256101947,146.7140466812814,1.0098124353916749
2017-08-28,4582.9599609375,4975.0400390625,4224.64013671875,4384.4501953125,15582599936,2875.000884102114,1943.4826889454093,,759.685504186923,192.52948624826206,567.156017938661,81.27434722539296,728.2661341351718,2677.4174743652347,4626.568814595297,145.59935900113373,0.9888133741188486
2017-09-04,4122.93994140625,4661.0,3951.0400390625,4591.6298828125,15468230272,2993.852222892984,2028.951600806619,,763.7141627088586,157.24651581615808,606.4676468927005,71.11831115634254,901.0829955950016,2823.2039733886722,4745.324951182343,136.16593033386548,0.8380994180474256
2017-09-11,3582.8798828125,4344.64990234375,2946.6201171875,4122.47021484375,15563199872,3049.9500952662715,2089.8899648068495,,715.0855097233084,86.89429026448636,628.191219458822,61.415477463853925,1116.9206821918294,2934.9534667968755,4752.986251401921,123.88835497205993,0.678194370723733
2017-09-18,3682.840087890625,4094.070068359375,3553.530029296875,3591.090087890625,9023459008,3110.225332659067,2152.3585970846448,,676.811048561679,38.89586328228552,637.9151852793934,62.436998244548235,1307.1637682239486,3039.2599731445316,4771.356178065114,113.98144418218304,0.6857807069023634
2017-09-25,4403.740234375,4403.740234375,3681.580078125,3681.580078125,9599860096,3233.4172280605844,2240.6480730568155,,696.618692686658,46.96280592581161,649.6558867608464,68.84343208558535,1436.2133300194744,3169.001483154297,4901.78963628912,109.35862052106549,0.8562867015759865
2017-10-02,4610.47998046875,4624.14013671875,4164.0498046875,4395.81005859375,8289027968,3364.5660616232667,2333.5826576612053,,720.6908871432042,56.828000305886235,663.862886837318,70.40243042738602,1536.0068072998245,3297.465484619141,5058.9241619384575,106.83712600089677,0.8727065848197546
2017-10-09,5678.18994140625,5852.47998046875,4564.25,4614.52001953125,14840320000,3584.9111930311697,2464.7437276119913,,816.5113111694927,122.11873946573974,694.392571703753,76.84611082123125,1501.0319108863864,3473.5849792480476,5446.138047609709,113.57448170383753,1.0588201903204755
2017-10-16,6008.419921875,6194.8798828125,5151.43994140625,5687.56982421875,14605609856,3815.7215481591534,2603.7114215046586,,908.6224530944964,171.38390511259468,737.2385479819018,78.4115872800605,1430.25360668433,3648.4154724121104,5866.57733813989,121.59590279674298,1.031973001142676
2017-10-23,6153.85009765625,6255.7099609375,5397.8798828125,6006.0,14982660096,4038.400457635067,2742.932546059623,,982.035897934591,195.83787996215142,786.1980179724396,79.08233395672346,1351.795457073361,3808.2024719238293,6264.609486774298,129.00611419484423,0.9774550006476044
2017-10-30,7407.41015625,7617.47998046875,6040.85009765625,6114.85009765625,19841690624,4359.2585241698225,2925.853236655324,,1128.3613548574185,273.73066950798307,854.6306853494355,83.7647675661072,1191.3624799741397,4051.1584777832036,6910.954475592267,141.1841088662592,1.0867991424979397
2017-11-06,5950.06982421875,7776.419921875,5519.009765625,7403.22021484375,32340969984,4510.764362269721,3044.44996557938,,1113.8899187818424,207.40738674592558,906.4825320359168,65.42800692926397,1326.2959602108158,4219.191473388672,7112.086986566529,137.13032610271216,0.7991601913974247
