time,close,high,low,open,volume
2016-01-25,21.9471435546875,21.9471435546875,21.27299197452338,21.37219884846279,257666000
2016-02-01,21.19858741760254,21.944890723660592,21.124183980238552,21.75098731195404,868619200
2016-02-08,21.306814193725586,21.841808295701437,20.989444547371622,21.111858627944954,924489200
2016-02-15,21.77153778076172,22.417610759342967,21.44736758736471,21.540310569779557,673265200
2016-02-22,21.968761444091797,22.220388418416178,21.154934823925576,21.832744619666812,636211600
2016-02-29,23.351577758789062,23.519329601316926,21.909814379324626,21.957419561817996,807215200
2016-03-07,23.18156623840332,23.310780842406892,22.703245116849125,23.211035628956477,622057200
2016-03-14,24.011255264282227,24.142737253141327,23.072748996747507,23.10222011155847,728292800
2016-03-21,23.95458221435547,24.40343386591445,23.777762443280135,24.013522714555755,479134400
2016-03-28,24.933900833129883,25.03137865089244,23.775502333717707,24.02939848753615,591860000
2016-04-04,24.632396697998047,25.432620583002485,24.50998259602623,25.031374071618345,582890400
2016-04-11,24.902162551879883,25.477961519189716,24.63239974208257,24.702673840416818,649240000
2016-04-18,23.956850051879883,24.69813335072423,23.716556689907346,24.684532361790104,756212000
2016-04-25,21.250139236450195,23.95004580668786,20.971308629813855,23.80269544138376,1397696400
2016-05-02,21.0189208984375,21.739802843988773,20.82169787566916,21.30228641587863,902429200
2016-05-09,20.645126342773438,21.386362126051086,20.405651210670854,21.21074702917586,864199200
2016-05-16,21.717077255249023,21.764972301274632,20.902857992701314,21.071631260609106,850828800
2016-05-23,22.88709259033203,22.97376132047607,21.81971240163215,21.865327980670173,816000000
2016-05-30,22.33287239074707,22.898493301027965,22.038658477663525,22.71603449382609,560708000
2016-06-06,22.540409088134766,23.238310489546294,22.24847652127126,22.348827253595996,499457600
2016-06-13,21.742158889770508,22.606554153748437,21.735316990961696,22.508482877358972,766930400
2016-06-20,21.301986694335938,22.097959786870423,21.13093220012027,21.894975259605665,826916000
2016-06-27,21.8698787689209,22.002161278167506,20.868640318004687,21.210749175676895,737313600
2016-07-04,22.05005645751953,22.097951489108617,21.523209369983913,21.75584262913886,450824000
2016-07-11,22.52901840209961,22.647617166710024,22.061470465620772,22.06603115346437,571642400
2016-07-18,22.501649856567383,23.03533905488926,22.421823032153885,22.510771231874198,590262000
2016-07-25,23.76744270324707,23.844988283156116,21.99075714481081,22.40813037241417,1026284000
2016-08-01,24.513246536254883,24.55201846494779,23.719553034476586,23.813063646089404,680596800
2016-08-08,24.80655288696289,24.980827550795592,24.57265937060707,24.65520868559925,498023200
2016-08-15,25.077131271362305,25.27662992681877,24.783617214701145,24.79737513939408,529485600
2016-08-22,24.522205352783203,25.067957924832687,24.377740150268842,24.962476423486066,494422000
2016-08-29,24.703371047973633,24.765283486918594,24.192013035832517,24.448838827732807,532002400
2016-09-05,23.648540496826172,24.93954604336329,23.648540496826172,24.74234096430934,675214800
2016-09-12,26.352087020874023,26.629549618135165,23.510959738357045,23.53847734078534,1552912800
2016-09-19,25.845317840576172,26.641017292130996,25.57932133269888,26.414002744544685,804382800
2016-09-26,25.92328453063965,26.287883613851907,25.57932233916446,25.59995923090153,625536000
2016-10-03,26.15488052368164,26.269534570163824,25.74671239812217,25.845314948076126,504117600
2016-10-10,26.973512649536133,27.21658043848777,26.306226951743998,26.37501833582,834833600
2016-10-17,26.737327575683594,27.10651380449452,26.095265862151432,26.904723280152787,462126000
2016-10-24,26.07691764831543,27.140907102002387,25.98290048671178,26.851978403528175,840902400
2016-10-31,24.957895278930664,26.193867671986908,24.790501328774457,26.060868540710647,625386000
2016-11-07,24.991533279418945,25.749830495487437,24.392271560249384,25.371834560697522,829076000
2016-11-14,25.367231369018555,25.477865173155774,23.988929183199716,24.825590842648985,793365600
2016-11-21,25.765968322753906,25.911173521269426,25.35570450858183,25.381058048420726,376529600
2016-11-28,25.33034896850586,25.922696449989033,25.088338564959518,25.68299139309993,622000000
2016-12-05,26.263818740844727,26.436682844251248,24.950052258341014,25.353401832956227,607958400
2016-12-12,26.729394912719727,26.904564327395807,25.92730486317282,26.111693905828087,780062400
2016-12-19,26.856164932250977,27.082041455991284,26.641813384856466,26.69021687873721,453292000
2016-12-26,26.69482421875,27.201891495298575,26.60493503571152,26.85616332716153,339314400
2017-01-02,27.17654037475586,27.234161737512817,26.450510852325266,26.690215932409956,415382000
2017-01-09,27.436983108520508,27.64211498043393,27.183449512067703,27.185753100047595,555242800
2017-01-16,27.658254623413086,27.77349735101064,27.247990794520106,27.275647923726257,465392000
2017-01-23,28.107702255249023,28.220641401210113,27.543013559301887,27.658256293859637,498157200
2017-01-30,29.75105857849121,30.076043866314556,27.80115212694378,27.872602044778326,999124800
2017-02-06,30.45173454284668,30.640734287647994,29.70957116088832,29.762585343120083,545796800
2017-02-13,31.417118072509766,31.544435421919577,30.729607917874617,30.805998327520502,546670000
2017-02-20,31.634708404541016,31.82452407254028,31.315258302867115,31.53516812020585,351635600
2017-02-27,32.35694122314453,32.47268360941481,31.546744519252588,31.745821564924558,509896000
2017-03-06,32.20878219604492,32.40322850344233,31.724980003052682,32.262022689984995,398688800
2017-03-13,32.40554428100586,32.64397323837537,32.134707607066986,32.14165186546212,486158400
2017-03-20,32.556007385253906,33.05601517451009,32.34535546494096,32.5004497868334,518696000
2017-03-27,33.25511169433594,33.44955810480024,32.088426167193695,32.26667047620841,508035600
2017-04-03,33.18101501464844,33.67176496521122,33.113886007901165,33.26666675285494,421664800
2017-04-10,32.65093231201172,33.30603473122066,32.421761084458055,33.24121926867216,349942800
2017-04-17,32.93333435058594,33.08379801598208,32.512030435993914,32.75045943128878,356994000
2017-04-24,33.25278091430664,33.5421368343134,33.143982805809955,33.21805961677653,364614800
2017-05-01,34.48196792602539,34.48659507759118,33.39630394597338,33.58843670125679,701406800
2017-05-08,36.134765625,36.208838897479524,34.4981669854185,34.4981669854185,693882400
2017-05-15,35.57730484008789,36.411764503783104,34.79863211438949,36.26300288254842,629419600
